sample_id,head,variant,rank,pos,token,attn
codecontests_java_274,L17H2,clean,1,0,<|im_start|>,0.1416461169719696
codecontests_java_274,L17H2,clean,2,227,\n\n,0.046435002237558365
codecontests_java_274,L17H2,clean,3,130,\n,0.04202092066407204
codecontests_java_274,L17H2,clean,4,88,tools,0.03836626559495926
codecontests_java_274,L17H2,clean,5,19,.\n\n,0.03407137468457222
codecontests_java_274,L17H2,corrupt,1,0,<|im_start|>,0.1900477260351181
codecontests_java_274,L17H2,corrupt,2,227,\n\n,0.04274628683924675
codecontests_java_274,L17H2,corrupt,3,88,tools,0.03876572102308273
codecontests_java_274,L17H2,corrupt,4,221,<|im_end|>,0.03330525755882263
codecontests_java_274,L17H2,corrupt,5,19,.\n\n,0.032661762088537216
codecontests_java_274,L17H8,clean,1,0,<|im_start|>,0.20463436841964722
codecontests_java_274,L17H8,clean,2,225,\n,0.044310275465250015
codecontests_java_274,L17H8,clean,3,146, and,0.03640337288379669
codecontests_java_274,L17H8,clean,4,229,\n\n,0.023938685655593872
codecontests_java_274,L17H8,clean,5,151,/*\n,0.02368832938373089
codecontests_java_274,L17H8,corrupt,1,0,<|im_start|>,0.2553156614303589
codecontests_java_274,L17H8,corrupt,2,225,\n,0.05637723580002785
codecontests_java_274,L17H8,corrupt,3,151,/*\n,0.031139811500906944
codecontests_java_274,L17H8,corrupt,4,150,:\n,0.02811182476580143
codecontests_java_274,L17H8,corrupt,5,141, based,0.021601680666208267
codecontests_java_274,L20H5,clean,1,29,></,0.20445720851421356
codecontests_java_274,L20H5,clean,2,140,.java,0.07674343883991241
codecontests_java_274,L20H5,clean,3,228,</think>,0.05611817166209221
codecontests_java_274,L20H5,clean,4,27, <,0.05322807654738426
codecontests_java_274,L20H5,clean,5,109, tags,0.04973724111914635
codecontests_java_274,L20H5,corrupt,1,29,></,0.10868917405605316
codecontests_java_274,L20H5,corrupt,2,228,</think>,0.10363253951072693
codecontests_java_274,L20H5,corrupt,3,140,.java,0.08358655869960785
codecontests_java_274,L20H5,corrupt,4,0,<|im_start|>,0.07729542255401611
codecontests_java_274,L20H5,corrupt,5,220,}\n,0.0675678476691246
apps_python_275,L2H14,clean,1,18, query,0.059843096882104874
apps_python_275,L2H14,clean,2,220,\n\n,0.04977201670408249
apps_python_275,L2H14,clean,3,215,assistant,0.04170116409659386
apps_python_275,L2H14,clean,4,24, function,0.030497310683131218
apps_python_275,L2H14,clean,5,38,"{""",0.029925743117928505
apps_python_275,L2H14,corrupt,1,135, the,0.17351949214935303
apps_python_275,L2H14,corrupt,2,18, query,0.04748738184571266
apps_python_275,L2H14,corrupt,3,220,\n\n,0.0405135378241539
apps_python_275,L2H14,corrupt,4,215,assistant,0.03380525857210159
apps_python_275,L2H14,corrupt,5,149, below,0.024756455793976784
apps_python_275,L16H8,clean,1,86,}\n,0.08892674744129181
apps_python_275,L16H8,clean,2,216,\n,0.05451911315321922
apps_python_275,L16H8,clean,3,93, call,0.052455928176641464
apps_python_275,L16H8,clean,4,67,""":""",0.03947075456380844
apps_python_275,L16H8,clean,5,213,\n,0.0348011739552021
apps_python_275,L16H8,corrupt,1,216,\n,0.07532282918691635
apps_python_275,L16H8,corrupt,2,141, based,0.07057244330644608
apps_python_275,L16H8,corrupt,3,136, function,0.06186417117714882
apps_python_275,L16H8,corrupt,4,211,\n,0.052722103893756866
apps_python_275,L16H8,corrupt,5,213,\n,0.052015915513038635
apps_python_275,L17H2,clean,1,0,<|im_start|>,0.11001834273338318
apps_python_275,L17H2,clean,2,130,\n,0.062045466154813766
apps_python_275,L17H2,clean,3,127,>}\n,0.05004967749118805
apps_python_275,L17H2,clean,4,218,\n\n,0.04915306717157364
apps_python_275,L17H2,clean,5,220,\n\n,0.0423351489007473
apps_python_275,L17H2,corrupt,1,0,<|im_start|>,0.16212087869644165
apps_python_275,L17H2,corrupt,2,218,\n\n,0.05787300318479538
apps_python_275,L17H2,corrupt,3,220,\n\n,0.051491424441337585
apps_python_275,L17H2,corrupt,4,216,\n,0.0448153130710125
apps_python_275,L17H2,corrupt,5,19,.\n\n,0.03719024732708931
apps_python_275,L17H8,clean,1,0,<|im_start|>,0.09135159850120544
apps_python_275,L17H8,clean,2,130,\n,0.056120529770851135
apps_python_275,L17H8,clean,3,85,}},0.0427907332777977
apps_python_275,L17H8,clean,4,86,}\n,0.034944500774145126
apps_python_275,L17H8,clean,5,58,""":""",0.032512396574020386
apps_python_275,L17H8,corrupt,1,0,<|im_start|>,0.23070091009140015
apps_python_275,L17H8,corrupt,2,216,\n,0.04122908413410187
apps_python_275,L17H8,corrupt,3,47,write,0.02419462613761425
apps_python_275,L17H8,corrupt,4,85,}},0.023544374853372574
apps_python_275,L17H8,corrupt,5,54,"."",""",0.021076621487736702
apps_python_275,L20H5,clean,1,29,></,0.32734251022338867
apps_python_275,L20H5,clean,2,108, XML,0.1179935410618782
apps_python_275,L20H5,clean,3,109, tags,0.10009323060512543
apps_python_275,L20H5,clean,4,27, <,0.08319851011037827
apps_python_275,L20H5,clean,5,219,</think>,0.0423198938369751
apps_python_275,L20H5,corrupt,1,29,></,0.14820298552513123
apps_python_275,L20H5,corrupt,2,219,</think>,0.12387972325086594
apps_python_275,L20H5,corrupt,3,140,.py,0.11201531440019608
apps_python_275,L20H5,corrupt,4,137, body,0.06680236011743546
apps_python_275,L20H5,corrupt,5,148,string,0.055585820227861404
codecontests_java_275,L2H14,clean,1,18, query,0.06301476806402206
codecontests_java_275,L2H14,clean,2,149, below,0.052347954362630844
codecontests_java_275,L2H14,clean,3,135, the,0.050743620842695236
codecontests_java_275,L2H14,clean,4,228,\n\n,0.04835008829832077
codecontests_java_275,L2H14,clean,5,223,assistant,0.04496671259403229
codecontests_java_275,L2H14,corrupt,1,135, the,0.15340827405452728
codecontests_java_275,L2H14,corrupt,2,18, query,0.058743249624967575
codecontests_java_275,L2H14,corrupt,3,228,\n\n,0.04229116812348366
codecontests_java_275,L2H14,corrupt,4,149, below,0.04116387292742729
codecontests_java_275,L2H14,corrupt,5,223,assistant,0.041103463619947433
codecontests_java_275,L16H8,clean,1,54,"."",""",0.05204189941287041
codecontests_java_275,L16H8,clean,2,224,\n,0.04340304806828499
codecontests_java_275,L16H8,clean,3,49,""",""",0.04214702546596527
codecontests_java_275,L16H8,clean,4,86,}\n,0.0418771430850029
codecontests_java_275,L16H8,clean,5,209, {\n,0.038155071437358856
codecontests_java_275,L16H8,corrupt,1,136, function,0.047586590051651
codecontests_java_275,L16H8,corrupt,2,224,\n,0.04162019491195679
codecontests_java_275,L16H8,corrupt,3,86,}\n,0.04086238890886307
codecontests_java_275,L16H8,corrupt,4,54,"."",""",0.0405745655298233
codecontests_java_275,L16H8,corrupt,5,93, call,0.038820747286081314
codecontests_java_275,L17H2,clean,1,0,<|im_start|>,0.14602045714855194
codecontests_java_275,L17H2,clean,2,130,\n,0.03860341012477875
codecontests_java_275,L17H2,clean,3,226,\n\n,0.03586314618587494
codecontests_java_275,L17H2,clean,4,88,tools,0.03510803356766701
codecontests_java_275,L17H2,clean,5,137, body,0.032332826405763626
codecontests_java_275,L17H2,corrupt,1,0,<|im_start|>,0.14545057713985443
codecontests_java_275,L17H2,corrupt,2,220,<|im_end|>,0.0418662391602993
codecontests_java_275,L17H2,corrupt,3,209, {\n,0.03358574956655502
codecontests_java_275,L17H2,corrupt,4,19,.\n\n,0.03264768421649933
codecontests_java_275,L17H2,corrupt,5,88,tools,0.03195624798536301
codecontests_java_275,L17H8,clean,1,0,<|im_start|>,0.1938038319349289
codecontests_java_275,L17H8,clean,2,146, and,0.044804297387599945
codecontests_java_275,L17H8,clean,3,224,\n,0.040485650300979614
codecontests_java_275,L17H8,clean,4,150,:\n,0.03110409714281559
codecontests_java_275,L17H8,clean,5,228,\n\n,0.028865162283182144
codecontests_java_275,L17H8,corrupt,1,0,<|im_start|>,0.21179986000061035
codecontests_java_275,L17H8,corrupt,2,224,\n,0.04028109461069107
codecontests_java_275,L17H8,corrupt,3,151,/*\n,0.03594601899385452
codecontests_java_275,L17H8,corrupt,4,150,:\n,0.0358927845954895
codecontests_java_275,L17H8,corrupt,5,146, and,0.02969025820493698
codecontests_java_275,L20H5,clean,1,29,></,0.1778600960969925
codecontests_java_275,L20H5,clean,2,227,</think>,0.11781581491231918
codecontests_java_275,L20H5,clean,3,140,.java,0.06966370344161987
codecontests_java_275,L20H5,clean,4,137, body,0.06271190196275711
codecontests_java_275,L20H5,clean,5,27, <,0.05903875455260277
codecontests_java_275,L20H5,corrupt,1,227,</think>,0.14936262369155884
codecontests_java_275,L20H5,corrupt,2,29,></,0.14920461177825928
codecontests_java_275,L20H5,corrupt,3,27, <,0.055533040314912796
codecontests_java_275,L20H5,corrupt,4,0,<|im_start|>,0.05502363666892052
codecontests_java_275,L20H5,corrupt,5,140,.java,0.05397173389792442
codecontests_cpp_276,L2H14,clean,1,239,\n\n,0.054266557097435
codecontests_cpp_276,L2H14,clean,2,18, query,0.05129614472389221
codecontests_cpp_276,L2H14,clean,3,234,assistant,0.04930875077843666
codecontests_cpp_276,L2H14,clean,4,137, add,0.028928006067872047
codecontests_cpp_276,L2H14,clean,5,14, assist,0.025343451648950577
codecontests_cpp_276,L2H14,corrupt,1,239,\n\n,0.05443001911044121
codecontests_cpp_276,L2H14,corrupt,2,18, query,0.05042270943522453
codecontests_cpp_276,L2H14,corrupt,3,234,assistant,0.04841510206460953
codecontests_cpp_276,L2H14,corrupt,4,14, assist,0.025243964046239853
codecontests_cpp_276,L2H14,corrupt,5,38,"{""",0.024885691702365875
codecontests_cpp_276,L16H8,clean,1,235,\n,0.0650697648525238
codecontests_cpp_276,L16H8,clean,2,144, based,0.047079529613256454
codecontests_cpp_276,L16H8,clean,3,153,:\n,0.039644595235586166
codecontests_cpp_276,L16H8,clean,4,140, body,0.03783209249377251
codecontests_cpp_276,L16H8,clean,5,93, call,0.03517408296465874
codecontests_cpp_276,L16H8,corrupt,1,235,\n,0.06229308992624283
codecontests_cpp_276,L16H8,corrupt,2,144, based,0.05760021135210991
codecontests_cpp_276,L16H8,corrupt,3,140, body,0.056846193969249725
codecontests_cpp_276,L16H8,corrupt,4,153,:\n,0.03965821489691734
codecontests_cpp_276,L16H8,corrupt,5,139, function,0.036939408630132675
codecontests_cpp_276,L17H2,clean,1,0,<|im_start|>,0.17112213373184204
codecontests_cpp_276,L17H2,clean,2,239,\n\n,0.07185225933790207
codecontests_cpp_276,L17H2,clean,3,237,\n\n,0.05761314183473587
codecontests_cpp_276,L17H2,clean,4,19,.\n\n,0.036457013338804245
codecontests_cpp_276,L17H2,clean,5,88,tools,0.03222764655947685
codecontests_cpp_276,L17H2,corrupt,1,0,<|im_start|>,0.19003155827522278
codecontests_cpp_276,L17H2,corrupt,2,239,\n\n,0.07256292551755905
codecontests_cpp_276,L17H2,corrupt,3,237,\n\n,0.061355896294116974
codecontests_cpp_276,L17H2,corrupt,4,231,<|im_end|>,0.03991689532995224
codecontests_cpp_276,L17H2,corrupt,5,19,.\n\n,0.03295854106545448
codecontests_cpp_276,L17H8,clean,1,0,<|im_start|>,0.18061451613903046
codecontests_cpp_276,L17H8,clean,2,235,\n,0.040617093443870544
codecontests_cpp_276,L17H8,clean,3,35,<,0.030427558347582817
codecontests_cpp_276,L17H8,clean,4,239,\n\n,0.02792961895465851
codecontests_cpp_276,L17H8,clean,5,149, and,0.02607354149222374
codecontests_cpp_276,L17H8,corrupt,1,0,<|im_start|>,0.24290147423744202
codecontests_cpp_276,L17H8,corrupt,2,235,\n,0.03498363122344017
codecontests_cpp_276,L17H8,corrupt,3,153,:\n,0.02853807993233204
codecontests_cpp_276,L17H8,corrupt,4,35,<,0.024918241426348686
codecontests_cpp_276,L17H8,corrupt,5,149, and,0.02307732030749321
codecontests_cpp_276,L20H5,clean,1,29,></,0.1901363581418991
codecontests_cpp_276,L20H5,clean,2,143,.cpp,0.11856891214847565
codecontests_cpp_276,L20H5,clean,3,238,</think>,0.07989820837974548
codecontests_cpp_276,L20H5,clean,4,97, json,0.060815587639808655
codecontests_cpp_276,L20H5,clean,5,27, <,0.0464174710214138
codecontests_cpp_276,L20H5,corrupt,1,29,></,0.13884113729000092
codecontests_cpp_276,L20H5,corrupt,2,143,.cpp,0.10713034868240356
codecontests_cpp_276,L20H5,corrupt,3,140, body,0.08021611720323563
codecontests_cpp_276,L20H5,corrupt,4,238,</think>,0.07393478602170944
codecontests_cpp_276,L20H5,corrupt,5,0,<|im_start|>,0.05994328483939171
codecontests_java_276,L2H14,clean,1,18, query,0.06006588786840439
codecontests_java_276,L2H14,clean,2,231,\n\n,0.053301624953746796
codecontests_java_276,L2H14,clean,3,226,assistant,0.04645393788814545
codecontests_java_276,L2H14,clean,4,149, below,0.04206502065062523
codecontests_java_276,L2H14,clean,5,135, the,0.03221765160560608
codecontests_java_276,L2H14,corrupt,1,135, the,0.14334261417388916
codecontests_java_276,L2H14,corrupt,2,18, query,0.050174567848443985
codecontests_java_276,L2H14,corrupt,3,231,\n\n,0.04379326477646828
codecontests_java_276,L2H14,corrupt,4,226,assistant,0.04088631644845009
codecontests_java_276,L2H14,corrupt,5,149, below,0.038480523973703384
codecontests_java_276,L16H8,clean,1,227,\n,0.06518632918596268
codecontests_java_276,L16H8,clean,2,86,}\n,0.045618023723363876
codecontests_java_276,L16H8,clean,3,141, based,0.03962625190615654
codecontests_java_276,L16H8,clean,4,93, call,0.03765047341585159
codecontests_java_276,L16H8,clean,5,150,:\n,0.03511538729071617
codecontests_java_276,L16H8,corrupt,1,227,\n,0.051451679319143295
codecontests_java_276,L16H8,corrupt,2,86,}\n,0.04136711731553078
codecontests_java_276,L16H8,corrupt,3,136, function,0.039706259965896606
codecontests_java_276,L16H8,corrupt,4,93, call,0.037824004888534546
codecontests_java_276,L16H8,corrupt,5,144, function,0.02756887674331665
codecontests_java_276,L17H2,clean,1,0,<|im_start|>,0.18768291175365448
codecontests_java_276,L17H2,clean,2,229,\n\n,0.047012995928525925
codecontests_java_276,L17H2,clean,3,231,\n\n,0.04442344233393669
codecontests_java_276,L17H2,clean,4,130,\n,0.04313414916396141
codecontests_java_276,L17H2,clean,5,19,.\n\n,0.03710029274225235
codecontests_java_276,L17H2,corrupt,1,0,<|im_start|>,0.15841728448867798
codecontests_java_276,L17H2,corrupt,2,223,<|im_end|>,0.04969759285449982
codecontests_java_276,L17H2,corrupt,3,19,.\n\n,0.04319976642727852
codecontests_java_276,L17H2,corrupt,4,229,\n\n,0.03313719481229782
codecontests_java_276,L17H2,corrupt,5,130,\n,0.03262447565793991
codecontests_java_276,L17H8,clean,1,0,<|im_start|>,0.19339780509471893
codecontests_java_276,L17H8,clean,2,146, and,0.038908421993255615
codecontests_java_276,L17H8,clean,3,227,\n,0.03393212705850601
codecontests_java_276,L17H8,clean,4,231,\n\n,0.02570083551108837
codecontests_java_276,L17H8,clean,5,151,/*\n,0.02218489535152912
codecontests_java_276,L17H8,corrupt,1,0,<|im_start|>,0.19940680265426636
codecontests_java_276,L17H8,corrupt,2,150,:\n,0.03679400682449341
codecontests_java_276,L17H8,corrupt,3,151,/*\n,0.0320829413831234
codecontests_java_276,L17H8,corrupt,4,227,\n,0.029614990577101707
codecontests_java_276,L17H8,corrupt,5,206,static,0.027569662779569626
codecontests_java_276,L20H5,clean,1,29,></,0.21990567445755005
codecontests_java_276,L20H5,clean,2,230,</think>,0.07714440673589706
codecontests_java_276,L20H5,clean,3,140,.java,0.06836694478988647
codecontests_java_276,L20H5,clean,4,109, tags,0.04629315063357353
codecontests_java_276,L20H5,clean,5,27, <,0.04586627334356308
codecontests_java_276,L20H5,corrupt,1,29,></,0.12894578278064728
codecontests_java_276,L20H5,corrupt,2,230,</think>,0.1242966279387474
codecontests_java_276,L20H5,corrupt,3,0,<|im_start|>,0.06964653730392456
codecontests_java_276,L20H5,corrupt,4,140,.java,0.05475363880395889
codecontests_java_276,L20H5,corrupt,5,222,}\n,0.047123946249485016
mbpp_python_276,L2H14,clean,1,18, query,0.07823597639799118
mbpp_python_276,L2H14,clean,2,136, the,0.05606742203235626
mbpp_python_276,L2H14,clean,3,229,\n\n,0.04500815272331238
mbpp_python_276,L2H14,clean,4,150, below,0.03940615430474281
mbpp_python_276,L2H14,clean,5,224,assistant,0.03615759685635567
mbpp_python_276,L2H14,corrupt,1,18, query,0.08647161722183228
mbpp_python_276,L2H14,corrupt,2,229,\n\n,0.04529555141925812
mbpp_python_276,L2H14,corrupt,3,150, below,0.041323862969875336
mbpp_python_276,L2H14,corrupt,4,136, the,0.03795142099261284
mbpp_python_276,L2H14,corrupt,5,224,assistant,0.037290602922439575
mbpp_python_276,L16H8,clean,1,142, based,0.060443032532930374
mbpp_python_276,L16H8,clean,2,86,}\n,0.05722718685865402
mbpp_python_276,L16H8,clean,3,225,\n,0.052879273891448975
mbpp_python_276,L16H8,clean,4,137, function,0.05176389962434769
mbpp_python_276,L16H8,clean,5,222,\n,0.03894706070423126
mbpp_python_276,L16H8,corrupt,1,137, function,0.08269423246383667
mbpp_python_276,L16H8,corrupt,2,225,\n,0.06054292619228363
mbpp_python_276,L16H8,corrupt,3,138, body,0.05623064935207367
mbpp_python_276,L16H8,corrupt,4,222,\n,0.05230043828487396
mbpp_python_276,L16H8,corrupt,5,151,:\n,0.04229501262307167
mbpp_python_276,L17H2,clean,1,0,<|im_start|>,0.13972322642803192
mbpp_python_276,L17H2,clean,2,229,\n\n,0.054526787251234055
mbpp_python_276,L17H2,clean,3,227,\n\n,0.05062539502978325
mbpp_python_276,L17H2,clean,4,225,\n,0.046687252819538116
mbpp_python_276,L17H2,clean,5,130,\n,0.0437750369310379
mbpp_python_276,L17H2,corrupt,1,0,<|im_start|>,0.1693366914987564
mbpp_python_276,L17H2,corrupt,2,227,\n\n,0.057819001376628876
mbpp_python_276,L17H2,corrupt,3,229,\n\n,0.05649298429489136
mbpp_python_276,L17H2,corrupt,4,225,\n,0.04828747361898422
mbpp_python_276,L17H2,corrupt,5,138, body,0.037571728229522705
mbpp_python_276,L17H8,clean,1,0,<|im_start|>,0.14363932609558105
mbpp_python_276,L17H8,clean,2,85,}},0.04618734493851662
mbpp_python_276,L17H8,clean,3,225,\n,0.04616748169064522
mbpp_python_276,L17H8,clean,4,86,}\n,0.03768935427069664
mbpp_python_276,L17H8,clean,5,130,\n,0.03389272466301918
mbpp_python_276,L17H8,corrupt,1,0,<|im_start|>,0.2767926752567291
mbpp_python_276,L17H8,corrupt,2,225,\n,0.048984501510858536
mbpp_python_276,L17H8,corrupt,3,47,write,0.022887548431754112
mbpp_python_276,L17H8,corrupt,4,229,\n\n,0.02189531922340393
mbpp_python_276,L17H8,corrupt,5,85,}},0.02074599452316761
mbpp_python_276,L20H5,clean,1,29,></,0.26001307368278503
mbpp_python_276,L20H5,clean,2,141,.py,0.11049038171768188
mbpp_python_276,L20H5,clean,3,108, XML,0.06889903545379639
mbpp_python_276,L20H5,clean,4,109, tags,0.06256873905658722
mbpp_python_276,L20H5,clean,5,27, <,0.06221986934542656
mbpp_python_276,L20H5,corrupt,1,141,.py,0.19230711460113525
mbpp_python_276,L20H5,corrupt,2,29,></,0.12744224071502686
mbpp_python_276,L20H5,corrupt,3,138, body,0.10534204542636871
mbpp_python_276,L20H5,corrupt,4,228,</think>,0.07273603975772858
mbpp_python_276,L20H5,corrupt,5,149,string,0.06747441738843918
apps_python_277,L2H14,clean,1,18, query,0.06552863866090775
apps_python_277,L2H14,clean,2,221,\n\n,0.04919791966676712
apps_python_277,L2H14,clean,3,216,assistant,0.03847464174032211
apps_python_277,L2H14,clean,4,24, function,0.0317794568836689
apps_python_277,L2H14,clean,5,149, below,0.031158503144979477
apps_python_277,L2H14,corrupt,1,135, the,0.12699845433235168
apps_python_277,L2H14,corrupt,2,18, query,0.059474408626556396
apps_python_277,L2H14,corrupt,3,221,\n\n,0.0420367456972599
apps_python_277,L2H14,corrupt,4,216,assistant,0.035110972821712494
apps_python_277,L2H14,corrupt,5,24, function,0.02849934995174408
apps_python_277,L16H8,clean,1,141, based,0.09003368020057678
apps_python_277,L16H8,clean,2,136, function,0.059613823890686035
apps_python_277,L16H8,clean,3,217,\n,0.048881981521844864
apps_python_277,L16H8,clean,4,86,}\n,0.043457094579935074
apps_python_277,L16H8,clean,5,150,:\n,0.038611527532339096
apps_python_277,L16H8,corrupt,1,217,\n,0.07300795614719391
apps_python_277,L16H8,corrupt,2,141, based,0.07177099585533142
apps_python_277,L16H8,corrupt,3,137, body,0.06495939940214157
apps_python_277,L16H8,corrupt,4,136, function,0.051554299890995026
apps_python_277,L16H8,corrupt,5,214,\n,0.047208022326231
apps_python_277,L17H2,clean,1,0,<|im_start|>,0.10134891420602798
apps_python_277,L17H2,clean,2,219,\n\n,0.05401235446333885
apps_python_277,L17H2,clean,3,221,\n\n,0.051436565816402435
apps_python_277,L17H2,clean,4,130,\n,0.04661776125431061
apps_python_277,L17H2,clean,5,217,\n,0.045447882264852524
apps_python_277,L17H2,corrupt,1,0,<|im_start|>,0.14973308145999908
apps_python_277,L17H2,corrupt,2,219,\n\n,0.053237058222293854
apps_python_277,L17H2,corrupt,3,221,\n\n,0.05081218481063843
apps_python_277,L17H2,corrupt,4,217,\n,0.042993202805519104
apps_python_277,L17H2,corrupt,5,130,\n,0.032206930220127106
apps_python_277,L17H8,clean,1,0,<|im_start|>,0.1399189680814743
apps_python_277,L17H8,clean,2,217,\n,0.059976719319820404
apps_python_277,L17H8,clean,3,130,\n,0.029400913044810295
apps_python_277,L17H8,clean,4,85,}},0.025559771806001663
apps_python_277,L17H8,clean,5,221,\n\n,0.023742085322737694
apps_python_277,L17H8,corrupt,1,0,<|im_start|>,0.20941229164600372
apps_python_277,L17H8,corrupt,2,217,\n,0.05308817699551582
apps_python_277,L17H8,corrupt,3,47,write,0.030187783762812614
apps_python_277,L17H8,corrupt,4,146, and,0.022728117182850838
apps_python_277,L17H8,corrupt,5,54,"."",""",0.022293150424957275
apps_python_277,L20H5,clean,1,29,></,0.2819170355796814
apps_python_277,L20H5,clean,2,220,</think>,0.11349578201770782
apps_python_277,L20H5,clean,3,140,.py,0.07005387544631958
apps_python_277,L20H5,clean,4,27, <,0.06769662350416183
apps_python_277,L20H5,clean,5,109, tags,0.04189348220825195
apps_python_277,L20H5,corrupt,1,220,</think>,0.17074480652809143
apps_python_277,L20H5,corrupt,2,29,></,0.1488271802663803
apps_python_277,L20H5,corrupt,3,140,.py,0.08897238969802856
apps_python_277,L20H5,corrupt,4,148,string,0.06296687573194504
apps_python_277,L20H5,corrupt,5,137, body,0.06224384531378746
codecontests_cpp_277,L2H14,clean,1,149, below,0.07243697345256805
codecontests_cpp_277,L2H14,clean,2,135, the,0.056159261614084244
codecontests_cpp_277,L2H14,clean,3,290,\n\n,0.048025116324424744
codecontests_cpp_277,L2H14,clean,4,18, query,0.045104194432497025
codecontests_cpp_277,L2H14,clean,5,285,assistant,0.041994888335466385
codecontests_cpp_277,L2H14,corrupt,1,135, the,0.09177863597869873
codecontests_cpp_277,L2H14,corrupt,2,149, below,0.057693760842084885
codecontests_cpp_277,L2H14,corrupt,3,290,\n\n,0.04842569679021835
codecontests_cpp_277,L2H14,corrupt,4,18, query,0.046304114162921906
codecontests_cpp_277,L2H14,corrupt,5,285,assistant,0.04259592294692993
codecontests_cpp_277,L16H8,clean,1,286,\n,0.06980117410421371
codecontests_cpp_277,L16H8,clean,2,141, based,0.055442165583372116
codecontests_cpp_277,L16H8,clean,3,137, body,0.05416280776262283
codecontests_cpp_277,L16H8,clean,4,136, function,0.04473397135734558
codecontests_cpp_277,L16H8,clean,5,150,:\n,0.04156534746289253
codecontests_cpp_277,L16H8,corrupt,1,286,\n,0.06645030528306961
codecontests_cpp_277,L16H8,corrupt,2,281,}\n,0.0474926121532917
codecontests_cpp_277,L16H8,corrupt,3,141, based,0.037443019449710846
codecontests_cpp_277,L16H8,corrupt,4,136, function,0.032967112958431244
codecontests_cpp_277,L16H8,corrupt,5,273, //,0.03159694746136665
codecontests_cpp_277,L17H2,clean,1,0,<|im_start|>,0.1862611025571823
codecontests_cpp_277,L17H2,clean,2,290,\n\n,0.06425021588802338
codecontests_cpp_277,L17H2,clean,3,19,.\n\n,0.045917119830846786
codecontests_cpp_277,L17H2,clean,4,288,\n\n,0.041160233318805695
codecontests_cpp_277,L17H2,clean,5,286,\n,0.036963872611522675
codecontests_cpp_277,L17H2,corrupt,1,0,<|im_start|>,0.22215783596038818
codecontests_cpp_277,L17H2,corrupt,2,290,\n\n,0.07121336460113525
codecontests_cpp_277,L17H2,corrupt,3,288,\n\n,0.05265004187822342
codecontests_cpp_277,L17H2,corrupt,4,19,.\n\n,0.04466778784990311
codecontests_cpp_277,L17H2,corrupt,5,282,<|im_end|>,0.027025209739804268
codecontests_cpp_277,L17H8,clean,1,0,<|im_start|>,0.16374653577804565
codecontests_cpp_277,L17H8,clean,2,286,\n,0.045427341014146805
codecontests_cpp_277,L17H8,clean,3,35,<,0.03831130266189575
codecontests_cpp_277,L17H8,clean,4,150,:\n,0.0332438163459301
codecontests_cpp_277,L17H8,clean,5,290,\n\n,0.027531221508979797
codecontests_cpp_277,L17H8,corrupt,1,0,<|im_start|>,0.17151446640491486
codecontests_cpp_277,L17H8,corrupt,2,286,\n,0.05042270943522453
codecontests_cpp_277,L17H8,corrupt,3,35,<,0.036554574966430664
codecontests_cpp_277,L17H8,corrupt,4,146, and,0.032145239412784576
codecontests_cpp_277,L17H8,corrupt,5,150,:\n,0.03012462705373764
codecontests_cpp_277,L20H5,clean,1,29,></,0.16491766273975372
codecontests_cpp_277,L20H5,clean,2,140,.cpp,0.08768715709447861
codecontests_cpp_277,L20H5,clean,3,137, body,0.07389824092388153
codecontests_cpp_277,L20H5,clean,4,97, json,0.05351284518837929
codecontests_cpp_277,L20H5,clean,5,289,</think>,0.04904306307435036
codecontests_cpp_277,L20H5,corrupt,1,29,></,0.13222168385982513
codecontests_cpp_277,L20H5,corrupt,2,137, body,0.10240926593542099
codecontests_cpp_277,L20H5,corrupt,3,140,.cpp,0.08469267934560776
codecontests_cpp_277,L20H5,corrupt,4,97, json,0.05271260812878609
codecontests_cpp_277,L20H5,corrupt,5,0,<|im_start|>,0.04404181241989136
codecontests_java_277,L2H14,clean,1,18, query,0.06304378807544708
codecontests_java_277,L2H14,clean,2,286,\n\n,0.055833250284194946
codecontests_java_277,L2H14,clean,3,281,assistant,0.04460278898477554
codecontests_java_277,L2H14,clean,4,150, below,0.04406419396400452
codecontests_java_277,L2H14,clean,5,136, the,0.02777138538658619
codecontests_java_277,L2H14,corrupt,1,136, the,0.0983884409070015
codecontests_java_277,L2H14,corrupt,2,18, query,0.05240891873836517
codecontests_java_277,L2H14,corrupt,3,150, below,0.05126262828707695
codecontests_java_277,L2H14,corrupt,4,286,\n\n,0.05028804391622543
codecontests_java_277,L2H14,corrupt,5,281,assistant,0.03941218554973602
codecontests_java_277,L16H8,clean,1,282,\n,0.05620900169014931
codecontests_java_277,L16H8,clean,2,137, function,0.047006409615278244
codecontests_java_277,L16H8,clean,3,142, based,0.04541273042559624
codecontests_java_277,L16H8,clean,4,93, call,0.037072282284498215
codecontests_java_277,L16H8,clean,5,145, function,0.032990604639053345
codecontests_java_277,L16H8,corrupt,1,282,\n,0.06608165800571442
codecontests_java_277,L16H8,corrupt,2,142, based,0.04629828780889511
codecontests_java_277,L16H8,corrupt,3,137, function,0.04442978277802467
codecontests_java_277,L16H8,corrupt,4,151,:\n,0.03817935660481453
codecontests_java_277,L16H8,corrupt,5,145, function,0.02843896485865116
codecontests_java_277,L17H2,clean,1,0,<|im_start|>,0.17514383792877197
codecontests_java_277,L17H2,clean,2,19,.\n\n,0.05668778344988823
